INPUT_IMG,NORM_CLAS_ORIG_IMG,NCOI_CONF,NCOI_RSLT,NCOI_TIME,NORM_CLAS_ADV_IMG,NCAI_CONF,NCAI_L_0,NCAI_L_1,NCAI_L_2,NCAI_L_INF,NCAI_RSLT,NCAI_TIME,BET_CLAS_NO_RAND_OG_IMG,BCNROI_CONF,BCNROI_RSLT,BCNROI_TIME,BET_CLAS_NO_RAND_ADV_IMG,BCNRAI_CONF,BCNRAI_L_0,BCNRAI_L_1,BCNRAI_L_2,BCNRAI_L_INF,BCNRAI_RSLT,BCNRAI_TIME,BET_CLAS_OG_IMG,BCOI_CONF,BCOI_RSLT,BCOI_TIME,BET_CLAS_ADV_IMG,BCAI_CONF,BCAI_L_0,BCAI_L_1,BCAI_L_2,BCAI_L_INF,BCAI_RSLT,BCAI_TIME
91,91,1.00,1,0.010384082794189453,94,1.00,76,2,2,2,-1,0.013921976089477539,91,1.00,1,0.11887621879577637,91,0.92,76,2,2,2,1,0.11467123031616211,91,1.00,1,0.10349488258361816,91,0.91,76,2,2,2,1,0.10554332733154297
91,91,1.00,1,0.009440898895263672,94,1.00,78,2,3,2,-1,0.010421037673950195,91,1.00,1,0.11568832397460938,91,0.85,78,2,3,2,1,0.11686348915100098,91,1.00,1,0.11321954727172852,91,0.93,78,2,3,2,1,0.10659699440002442
92,92,1.00,1,0.010331869125366211,94,1.00,77,3,4,2,-1,0.009636878967285156,92,1.00,1,0.15078043937683105,94,0.72,76,3,4,2,-1,0.13176751136779785,92,1.00,1,0.10220346450805665,92,0.65,76,3,4,2,1,0.09345722198486328
92,92,0.99,1,0.01139521598815918,94,1.00,76,4,4,2,-1,0.009627580642700195,92,0.99,1,0.12505578994750977,94,0.84,76,4,4,2,-1,0.1143331527709961,92,0.99,1,0.10229058265686035,94,0.83,76,4,4,2,-1,0.10097303390502929
92,95,0.98,0,0.011124372482299805,94,1.00,75,2,3,2,-1,0.009870767593383789,95,1.00,0,0.10780692100524902,94,1.00,75,2,3,2,-1,0.11439275741577148,95,1.00,0,0.11247444152832031,94,1.00,75,2,3,2,-1,0.09638838768005371
92,92,0.94,1,0.010204076766967773,94,1.00,75,2,2,2,-1,0.009914159774780273,92,0.94,1,0.11023664474487305,94,0.98,75,2,2,2,-1,0.11780214309692383,92,0.91,1,0.1071469783782959,94,0.96,75,2,2,2,-1,0.09798283576965332
92,92,0.93,1,0.01146697998046875,94,1.00,77,3,3,2,-1,0.009588241577148438,92,0.94,1,0.11042237281799316,92,0.55,77,3,3,2,1,0.13251948356628418,92,0.91,1,0.10581612586975098,92,0.47,77,3,3,2,1,0.09730596542358398
92,92,0.74,1,0.012028694152832031,94,1.00,79,2,3,2,-1,0.010153532028198242,92,0.75,1,0.1340806484222412,94,0.99,79,2,3,2,-1,0.11827969551086426,92,0.70,1,0.10538244247436523,94,0.94,79,2,3,2,-1,0.09821910858154297
92,92,0.95,1,0.010544061660766602,94,1.00,76,2,2,2,-1,0.009807109832763672,92,0.92,1,0.11257052421569824,94,1.00,76,2,2,2,-1,0.10410571098327637,92,0.89,1,0.09818944931030274,94,1.00,76,2,2,2,-1,0.10264072418212891
92,92,0.54,1,0.011009454727172852,94,1.00,77,3,3,2,-1,0.00919485092163086,92,0.70,1,0.11393499374389648,94,0.96,77,3,3,2,-1,0.11978411674499512,92,0.62,1,0.1057213306427002,94,0.92,77,3,3,2,-1,0.10284781455993652
92,92,1.00,1,0.01189422607421875,94,1.00,76,3,3,2,-1,0.009542226791381836,92,0.99,1,0.13751840591430664,94,0.98,76,3,3,2,-1,0.1173861026763916,92,0.99,1,0.1118232250213623,94,0.92,76,2,3,2,-1,0.10064883232116699
92,92,0.99,1,0.011492013931274414,94,1.00,76,2,2,2,-1,0.009229421615600586,92,0.99,1,0.11771678924560547,94,0.90,76,2,2,2,-1,0.12068748474121094,92,0.99,1,0.10502877235412597,94,0.83,76,2,2,2,-1,0.09486346244812012
93,93,1.00,1,0.012873649597167969,94,1.00,76,3,3,2,-1,0.009288549423217773,93,1.00,1,0.10974907875061035,94,0.94,76,3,3,2,-1,0.1336076259613037,93,1.00,1,0.10597472190856934,94,0.86,76,3,3,2,-1,0.09755616188049317
93,93,0.78,1,0.011678934097290039,94,1.00,78,3,3,2,-1,0.009025335311889648,93,0.53,1,0.10752487182617188,94,0.75,78,3,3,2,-1,0.11061668395996094,93,0.52,1,0.11683945655822754,94,0.63,78,3,3,2,-1,0.10513200759887695
93,93,0.90,1,0.010217666625976562,94,1.00,75,3,3,2,-1,0.009853124618530273,93,0.43,1,0.12377023696899414,94,1.00,75,3,3,2,-1,0.1258702278137207,93,0.34,1,0.10405111312866211,94,1.00,75,3,3,2,-1,0.0983367919921875
93,93,0.99,1,0.00995779037475586,94,1.00,77,4,3,2,-1,0.009425163269042969,93,0.87,1,0.11311507225036621,94,0.90,77,4,3,2,-1,0.1118466854095459,93,0.86,1,0.09974946975708007,94,0.78,77,4,3,2,-1,0.09683356285095215
93,93,1.00,1,0.009778738021850586,94,1.00,76,5,5,2,-1,0.008890151977539062,93,1.00,1,0.12801909446716309,94,1.00,76,5,5,2,-1,0.11110782623291016,93,1.00,1,0.10551133155822753,94,0.98,76,5,5,2,-1,0.09754323959350586
93,93,1.00,1,0.010619878768920898,94,1.00,75,3,3,2,-1,0.009735345840454102,93,0.99,1,0.12642431259155273,94,1.00,75,3,3,2,-1,0.10844826698303223,93,0.99,1,0.10572028160095215,94,1.00,75,3,3,2,-1,0.0995473861694336
93,93,1.00,1,0.018580913543701172,94,0.97,77,2,2,2,-1,0.009602785110473633,93,1.00,1,0.1375751495361328,93,1.00,77,2,2,2,1,0.11492419242858887,93,1.00,1,0.10467076301574707,93,0.90,76,2,2,2,1,0.09848165512084961
93,93,1.00,1,0.010148763656616211,94,1.00,80,3,3,2,-1,0.009953022003173828,93,1.00,1,0.13600468635559082,93,0.69,80,3,3,2,1,0.12407088279724121,93,1.00,1,0.10693883895874023,93,0.63,80,3,3,2,1,0.10096197128295899
93,93,0.47,1,0.011527776718139648,94,1.00,76,2,2,2,-1,0.01007223129272461,22,0.49,0,0.12257122993469238,94,0.97,76,2,2,2,-1,0.11931967735290527,22,0.45,0,0.10343661308288574,94,1.00,76,2,2,2,-1,0.09594392776489258
93,93,1.00,1,0.01051950454711914,94,1.00,79,3,3,2,-1,0.009612083435058594,93,1.00,1,0.12795257568359375,94,0.83,79,3,3,2,-1,0.10592341423034668,93,1.00,1,0.10211877822875977,94,0.71,79,3,3,2,-1,0.0984466552734375
94,94,1.00,1,0.011761188507080078,94,1.00,74,2,2,2,1,0.009419679641723633,94,1.00,1,0.12447667121887207,94,1.00,74,2,2,2,1,0.11636543273925781,94,0.99,1,0.1075465202331543,94,1.00,74,2,2,2,1,0.09600701332092285
94,94,1.00,1,0.015593528747558594,94,1.00,74,4,3,2,1,0.013195514678955078,94,1.00,1,0.10846209526062012,94,1.00,74,4,3,2,1,0.1118321418762207,94,1.00,1,0.10654559135437011,94,1.00,74,4,3,2,1,0.09578056335449218
94,94,0.90,1,0.019331932067871094,94,1.00,75,3,3,2,1,0.011233806610107422,94,0.52,1,0.11080098152160645,94,1.00,74,3,3,2,1,0.1239614486694336,94,0.50,1,0.10255913734436035,94,1.00,75,3,3,2,1,0.09491806030273438
94,94,1.00,1,0.010803699493408203,94,1.00,75,2,2,2,1,0.009462356567382812,94,1.00,1,0.12848234176635742,94,1.00,75,2,2,2,1,0.12235593795776367,94,1.00,1,0.10386571884155274,94,1.00,75,2,2,2,1,0.09387636184692383
94,94,1.00,1,0.01174020767211914,94,1.00,74,3,3,2,1,0.009439945220947266,94,1.00,1,0.12672138214111328,94,1.00,74,3,3,2,1,0.1298809051513672,94,1.00,1,0.10641016960144042,94,1.00,74,3,3,2,1,0.09574637413024903
94,88,0.28,0,0.009308815002441406,94,1.00,77,3,3,2,1,0.009495973587036133,88,0.34,0,0.13656187057495117,94,0.96,77,3,3,2,1,0.11010885238647461,88,0.32,0,0.10670104026794433,94,0.94,77,3,3,2,1,0.09919776916503906
94,94,1.00,1,0.010463953018188477,94,1.00,74,2,2,2,1,0.009321212768554688,94,1.00,1,0.11965179443359375,94,1.00,74,2,2,2,1,0.12311291694641113,94,1.00,1,0.10974783897399902,94,1.00,74,2,2,2,1,0.10039653778076171
94,94,1.00,1,0.01036214828491211,94,1.00,74,2,2,2,1,0.013258218765258789,94,1.00,1,0.11561107635498047,94,1.00,74,2,2,2,1,0.11014962196350098,94,1.00,1,0.10001993179321289,94,1.00,74,2,2,2,1,0.09742341041564942
94,94,1.00,1,0.025279760360717773,94,1.00,75,2,2,2,1,0.013851642608642578,94,1.00,1,0.12702178955078125,94,1.00,75,2,2,2,1,0.11416506767272949,94,1.00,1,0.10736546516418458,94,1.00,75,2,2,2,1,0.10358958244323731
94,18,0.59,0,0.011498451232910156,94,1.00,76,2,2,2,1,0.009162187576293945,18,0.35,0,0.12152814865112305,94,0.93,76,2,2,2,1,0.11030054092407227,18,0.27,0,0.11119551658630371,94,0.91,76,2,2,2,1,0.10112900733947754
95,95,1.00,1,0.010477542877197266,94,1.00,77,3,3,2,-1,0.019345998764038086,95,1.00,1,0.12524867057800293,94,0.98,77,3,3,2,-1,0.11266803741455078,95,1.00,1,0.11343708038330078,94,0.91,77,3,3,2,-1,0.1005009651184082
95,95,0.68,1,0.009607553482055664,94,1.00,76,2,2,2,-1,0.00958704948425293,95,0.77,1,0.12593817710876465,94,1.00,76,2,2,2,-1,0.11505889892578125,95,0.77,1,0.11215534210205078,94,1.00,76,2,2,2,-1,0.09551014900207519
95,95,1.00,1,0.009619951248168945,94,1.00,77,3,3,2,-1,0.009507179260253906,95,1.00,1,0.12277746200561523,94,1.00,76,3,3,2,-1,0.1114499568939209,95,1.00,1,0.10095620155334473,94,0.99,77,3,3,2,-1,0.09971828460693359
95,95,1.00,1,0.010130167007446289,94,1.00,77,3,4,2,-1,0.00955057144165039,95,1.00,1,0.162550687789917,94,0.99,77,3,4,2,-1,0.11119556427001953,95,1.00,1,0.10370264053344727,94,0.98,77,3,4,2,-1,0.10623836517333984
95,95,1.00,1,0.01891183853149414,94,1.00,76,2,3,2,-1,0.009542226791381836,95,1.00,1,0.12110209465026855,94,1.00,76,2,3,2,-1,0.12793707847595215,95,1.00,1,0.10701704025268555,94,0.99,76,2,3,2,-1,0.0925987720489502
95,95,0.88,1,0.010144233703613281,94,1.00,75,3,3,2,-1,0.009590387344360352,95,0.62,1,0.12686681747436523,94,0.99,75,3,3,2,-1,0.12103271484375,95,0.65,1,0.11135072708129883,94,0.96,75,3,3,2,-1,0.10417308807373046
95,95,0.94,1,0.0114593505859375,94,1.00,78,4,4,2,-1,0.009278535842895508,95,0.96,1,0.12114357948303223,94,0.66,78,4,4,2,-1,0.11743783950805664,95,0.97,1,0.1063610553741455,95,0.75,77,4,4,2,1,0.09844450950622559
95,95,1.00,1,0.011198282241821289,94,1.00,77,2,3,2,-1,0.010043859481811523,95,1.00,1,0.12433648109436035,94,0.99,77,2,3,2,-1,0.11963629722595215,95,1.00,1,0.09944772720336914,94,0.90,77,2,3,2,-1,0.09750947952270508
95,95,0.97,1,0.01710057258605957,94,1.00,76,3,3,2,-1,0.00966644287109375,95,1.00,1,0.1384296417236328,94,1.00,76,3,3,2,-1,0.11963868141174316,95,1.00,1,0.09935526847839356,94,1.00,76,3,3,2,-1,0.10167932510375977
95,95,1.00,1,0.013085126876831055,94,1.00,74,3,3,2,-1,0.009912490844726562,95,1.00,1,0.12204957008361816,94,1.00,75,3,3,2,-1,0.1505112648010254,95,1.00,1,0.14368705749511718,94,1.00,74,3,3,2,-1,0.09872779846191407
96,96,1.00,1,0.01059269905090332,94,1.00,78,5,4,2,-1,0.013727664947509766,96,1.00,1,0.11704587936401367,96,0.98,78,5,4,2,1,0.11859941482543945,96,1.00,1,0.10374140739440918,96,0.98,79,5,4,2,1,0.10443453788757324
96,96,0.95,1,0.014567136764526367,94,1.00,81,3,3,2,-1,0.009743452072143555,96,0.98,1,0.15794086456298828,96,0.80,81,3,3,2,1,0.1331796646118164,96,0.98,1,0.10157928466796876,96,0.88,80,3,3,2,1,0.09816069602966308
96,96,1.00,1,0.011115550994873047,94,1.00,76,4,4,2,-1,0.018971920013427734,96,1.00,1,0.11740422248840332,94,0.95,76,4,4,2,-1,0.12123298645019531,96,1.00,1,0.10264325141906738,94,0.82,76,4,4,2,-1,0.10181431770324707
96,96,1.00,1,0.010001897811889648,94,1.00,79,3,3,2,-1,0.01018071174621582,96,1.00,1,0.11217117309570312,96,0.38,79,3,3,2,1,0.12902188301086426,96,1.00,1,0.10373048782348633,96,0.49,79,3,3,2,1,0.10757598876953126
96,96,1.00,1,0.011370658874511719,94,1.00,76,2,3,2,-1,0.009701013565063477,96,1.00,1,0.12550020217895508,94,0.96,76,2,3,2,-1,0.10488033294677734,96,1.00,1,0.10737981796264648,94,0.79,75,2,3,2,-1,0.09576044082641602
96,92,0.65,0,0.010762691497802734,94,1.00,76,2,2,2,-1,0.009962320327758789,96,0.74,1,0.11257648468017578,94,0.99,76,2,2,2,-1,0.11103463172912598,96,0.71,1,0.10429677963256836,94,0.98,76,2,2,2,-1,0.10374493598937988
96,96,0.49,1,0.011233806610107422,94,1.00,78,2,2,2,-1,0.009771108627319336,988,0.42,0,0.15546226501464844,94,0.61,78,2,2,2,-1,0.11724662780761719,988,0.36,0,0.1081171989440918,94,0.40,78,2,2,2,-1,0.09448084831237794
96,96,0.83,1,0.022518396377563477,94,1.00,76,3,3,2,-1,0.014095783233642578,96,0.85,1,0.12290143966674805,94,0.99,76,3,3,2,-1,0.10531258583068848,96,0.85,1,0.10471243858337402,94,0.98,76,3,3,2,-1,0.09942331314086914
96,144,0.50,0,0.012151718139648438,94,1.00,76,2,2,2,-1,0.009257316589355469,21,0.82,0,0.11660075187683105,94,0.97,75,2,2,2,-1,0.11787962913513184,21,0.84,0,0.10600848197937011,94,0.86,75,2,2,2,-1,0.10436840057373047
96,96,0.98,1,0.018331289291381836,94,1.00,76,3,3,2,-1,0.009501934051513672,96,0.97,1,0.12708377838134766,94,1.00,76,3,3,2,-1,0.10787725448608398,96,0.96,1,0.09802389144897461,94,1.00,76,3,3,2,-1,0.09553613662719726
97,97,0.98,1,0.011121034622192383,94,1.00,78,2,2,2,-1,0.010155916213989258,97,0.92,1,0.13068366050720215,94,1.00,78,2,2,2,-1,0.11419224739074707,97,0.90,1,0.10194988250732422,94,0.93,78,2,2,2,-1,0.10290274620056153
97,97,0.97,1,0.011051654815673828,94,1.00,75,2,3,2,-1,0.013466358184814453,120,0.68,0,0.10972118377685547,94,0.97,75,2,3,2,-1,0.11414098739624023,120,0.62,0,0.10616922378540039,94,0.87,75,2,3,2,-1,0.10693268775939942
97,97,1.00,1,0.010980367660522461,94,1.00,80,4,4,2,-1,0.009866952896118164,97,1.00,1,0.1183314323425293,97,0.92,80,4,4,2,1,0.11218476295471191,97,1.00,1,0.10897808074951172,97,0.92,80,4,4,2,1,0.09609546661376953
97,97,1.00,1,0.011033773422241211,94,1.00,78,2,3,2,-1,0.009412527084350586,97,0.98,1,0.12451004981994629,94,0.38,78,2,3,2,-1,0.11023187637329102,97,0.98,1,0.10114488601684571,94,0.30,78,2,3,2,-1,0.09774374961853027
97,97,1.00,1,0.0194094181060791,94,1.00,78,2,2,2,-1,0.009774923324584961,97,0.98,1,0.12923097610473633,94,0.94,78,2,2,2,-1,0.1196742057800293,97,0.98,1,0.10802536010742188,94,0.89,78,2,2,2,-1,0.09353032112121581
97,97,1.00,1,0.01060795783996582,94,1.00,76,2,2,2,-1,0.013688087463378906,97,1.00,1,0.11442136764526367,94,1.00,76,2,2,2,-1,0.11546206474304199,97,1.00,1,0.10046401023864746,94,1.00,76,2,2,2,-1,0.10141954421997071
97,97,0.47,1,0.009876012802124023,94,1.00,76,2,2,2,-1,0.009373903274536133,98,0.34,0,0.11878442764282227,94,0.64,77,2,2,2,-1,0.11942481994628906,98,0.39,0,0.101995849609375,94,0.52,76,2,2,2,-1,0.09950523376464844
97,97,1.00,1,0.011177539825439453,94,1.00,79,3,3,2,-1,0.009856224060058594,97,0.99,1,0.1375892162322998,97,0.77,79,3,3,2,1,0.11483287811279297,97,0.98,1,0.09648146629333496,97,0.82,79,3,3,2,1,0.09923653602600098
97,97,0.99,1,0.01188039779663086,94,1.00,76,2,2,2,-1,0.009587526321411133,97,0.91,1,0.1349020004272461,94,1.00,77,2,2,2,-1,0.11409497261047363,97,0.90,1,0.09942584037780762,94,0.92,77,2,2,2,-1,0.09908447265625
97,97,1.00,1,0.009760856628417969,94,1.00,77,3,3,2,-1,0.009318351745605469,97,1.00,1,0.1229703426361084,94,0.95,77,3,3,2,-1,0.1188211441040039,97,0.99,1,0.10981922149658203,94,0.68,77,3,3,2,-1,0.10417289733886718
98,98,0.87,1,0.011261463165283203,94,1.00,76,2,2,2,-1,0.009769439697265625,98,0.89,1,0.13093042373657227,94,1.00,76,2,2,2,-1,0.12718963623046875,98,0.84,1,0.10198740959167481,94,0.99,76,2,2,2,-1,0.09810514450073242
98,98,1.00,1,0.01688838005065918,94,1.00,75,3,3,2,-1,0.009477376937866211,98,1.00,1,0.12000775337219238,94,1.00,75,3,3,2,-1,0.11031699180603027,98,1.00,1,0.10095019340515136,94,0.89,75,3,3,2,-1,0.09664726257324219
98,98,0.99,1,0.011028766632080078,94,1.00,75,2,3,2,-1,0.009804487228393555,98,0.99,1,0.12106609344482422,94,1.00,75,2,3,2,-1,0.12832307815551758,98,0.99,1,0.11196141242980957,94,1.00,75,2,3,2,-1,0.10387754440307617
98,132,0.33,0,0.011167049407958984,94,1.00,76,3,3,2,-1,0.009504556655883789,132,0.29,0,0.12395572662353516,94,0.99,75,3,3,2,-1,0.10717439651489258,132,0.30,0,0.10640997886657715,94,0.99,76,3,3,2,-1,0.09614272117614746
98,98,1.00,1,0.012140750885009766,94,1.00,81,2,2,2,-1,0.017561674118041992,98,1.00,1,0.12942028045654297,98,0.96,81,2,2,2,1,0.12536263465881348,98,1.00,1,0.10709214210510254,98,0.98,80,2,2,2,1,0.10821008682250977
98,98,1.00,1,0.01028585433959961,94,1.00,76,2,2,2,-1,0.00871419906616211,98,1.00,1,0.11877822875976562,94,1.00,76,2,2,2,-1,0.1173088550567627,98,1.00,1,0.1076777458190918,94,0.98,76,2,2,2,-1,0.10228424072265625
98,98,0.61,1,0.011049509048461914,94,1.00,77,2,3,2,-1,0.009700775146484375,98,1.00,1,0.12287044525146484,94,0.66,77,2,3,2,-1,0.12466144561767578,98,1.00,1,0.10781364440917969,94,0.71,77,2,3,2,-1,0.10318551063537598
98,98,0.67,1,0.010612010955810547,94,1.00,76,3,3,2,-1,0.009905099868774414,98,0.60,1,0.1378328800201416,94,0.90,76,3,3,2,-1,0.10619759559631348,98,0.59,1,0.10410652160644532,94,0.74,76,3,3,2,-1,0.10535850524902343
98,98,0.97,1,0.010730266571044922,94,1.00,77,2,2,2,-1,0.009302854537963867,98,0.96,1,0.1282942295074463,94,0.99,77,2,2,2,-1,0.12283134460449219,98,0.96,1,0.09872698783874512,94,0.92,77,2,2,2,-1,0.10318284034729004
98,98,1.00,1,0.009122133255004883,94,1.00,75,2,3,2,-1,0.00939321517944336,98,1.00,1,0.12644600868225098,94,1.00,76,2,3,2,-1,0.1106867790222168,98,1.00,1,0.09993143081665039,94,0.98,76,2,3,2,-1,0.10425329208374023
99,99,1.00,1,0.010012388229370117,94,1.00,76,4,4,2,-1,0.013676166534423828,99,0.99,1,0.12969350814819336,94,0.94,76,4,4,2,-1,0.10937309265136719,99,0.99,1,0.10219082832336426,94,0.92,75,4,4,2,-1,0.09669461250305175
99,99,1.00,1,0.01112985610961914,94,1.00,76,2,3,2,-1,0.009798526763916016,99,1.00,1,0.12436509132385254,99,0.76,76,2,3,2,1,0.11330223083496094,99,1.00,1,0.1100081443786621,99,0.84,76,2,3,2,1,0.1003239631652832
99,99,0.99,1,0.010955333709716797,94,1.00,76,2,2,2,-1,0.013669729232788086,99,1.00,1,0.11801671981811523,94,1.00,76,2,2,2,-1,0.11056709289550781,99,1.00,1,0.10436854362487794,94,1.00,76,2,2,2,-1,0.10027532577514649
99,85,0.38,0,0.011200189590454102,94,1.00,77,4,4,2,-1,0.009430646896362305,331,0.29,0,0.13933897018432617,94,0.84,77,4,4,2,-1,0.12367796897888184,331,0.31,0,0.10424785614013672,94,0.72,77,4,4,2,-1,0.09682288169860839
99,99,0.96,1,0.010644197463989258,94,1.00,78,3,3,2,-1,0.009737014770507812,99,0.95,1,0.11566972732543945,99,0.55,78,3,3,2,1,0.12013959884643555,99,0.94,1,0.10665826797485352,94,0.82,79,3,3,2,-1,0.09811930656433106
99,99,0.95,1,0.02240729331970215,94,1.00,77,2,2,2,-1,0.009967565536499023,99,0.96,1,0.12441229820251465,94,0.58,77,2,2,2,-1,0.11483430862426758,99,0.94,1,0.10868992805480956,94,0.47,77,2,2,2,-1,0.09398808479309081
99,99,1.00,1,0.012072563171386719,94,1.00,76,3,3,2,-1,0.00959467887878418,99,0.99,1,0.1233975887298584,94,0.98,76,3,3,2,-1,0.10870933532714844,99,0.99,1,0.10422730445861816,94,0.96,76,3,3,2,-1,0.09842724800109863
99,99,0.43,1,0.011961936950683594,94,1.00,79,3,3,2,-1,0.010315895080566406,134,0.44,0,0.14800024032592773,134,0.22,79,3,3,2,0,0.13019537925720215,134,0.43,0,0.10462813377380371,134,0.41,79,3,3,2,0,0.10689024925231934
99,99,0.86,1,0.011495351791381836,94,1.00,80,3,3,2,-1,0.009325027465820312,99,0.82,1,0.1385970115661621,99,0.69,81,3,3,2,1,0.1169135570526123,99,0.79,1,0.10631790161132812,99,0.74,80,3,3,2,1,0.0973818302154541
99,99,0.95,1,0.01505732536315918,94,1.00,76,4,3,2,-1,0.009559154510498047,99,0.79,1,0.11764073371887207,94,1.00,76,4,3,2,-1,0.12427759170532227,99,0.77,1,0.10508403778076172,94,1.00,75,4,3,2,-1,0.10180063247680664
100,100,1.00,1,0.011614084243774414,94,1.00,78,3,3,2,-1,0.00952291488647461,100,1.00,1,0.14051413536071777,94,0.67,78,3,3,2,-1,0.10813283920288086,100,1.00,1,0.10588173866271973,100,0.65,78,3,3,2,1,0.0996767520904541
100,100,0.98,1,0.015013933181762695,94,1.00,75,3,3,2,-1,0.009717464447021484,100,0.99,1,0.11105012893676758,94,1.00,75,3,3,2,-1,0.12685728073120117,100,0.99,1,0.10233063697814941,94,1.00,75,3,3,2,-1,0.09738693237304688
100,100,1.00,1,0.010646581649780273,94,1.00,75,4,5,2,-1,0.009860754013061523,100,1.00,1,0.11605191230773926,94,1.00,75,4,5,2,-1,0.11525201797485352,100,1.00,1,0.10953583717346191,94,0.98,75,4,5,2,-1,0.09789209365844727
100,100,1.00,1,0.011171817779541016,94,1.00,77,2,2,2,-1,0.013780832290649414,100,1.00,1,0.14807748794555664,100,0.71,77,2,2,2,1,0.10396504402160645,100,1.00,1,0.10498971939086914,100,0.75,77,2,2,2,1,0.09587736129760742
100,100,1.00,1,0.012572526931762695,94,1.00,79,3,3,2,-1,0.010159492492675781,100,1.00,1,0.12596654891967773,100,0.95,79,3,3,2,1,0.1153566837310791,100,1.00,1,0.1033259391784668,100,0.99,79,3,3,2,1,0.10228948593139649
100,100,1.00,1,0.017503738403320312,94,1.00,75,3,4,2,-1,0.011173725128173828,100,1.00,1,0.1556558609008789,94,0.99,75,3,4,2,-1,0.13685131072998047,100,1.00,1,0.11527047157287598,94,0.98,75,3,4,2,-1,0.09534392356872559
100,100,1.00,1,0.015436887741088867,94,1.00,80,3,3,2,-1,0.009607791900634766,100,1.00,1,0.14870738983154297,100,0.66,79,3,3,2,1,0.10894060134887695,100,1.00,1,0.11255598068237305,100,0.88,79,3,3,2,1,0.1005819320678711
100,100,1.00,1,0.009961128234863281,94,1.00,76,3,3,2,-1,0.009885549545288086,100,1.00,1,0.12539196014404297,100,0.76,76,3,3,2,1,0.12222909927368164,100,1.00,1,0.10584940910339355,100,0.86,76,3,3,2,1,0.09747400283813476
100,100,1.00,1,0.009939432144165039,94,1.00,80,2,2,2,-1,0.009693384170532227,100,1.00,1,0.152756929397583,100,0.80,80,2,2,2,1,0.12027168273925781,100,1.00,1,0.1045459270477295,100,0.87,80,2,2,2,1,0.10168204307556153
100,100,1.00,1,0.010931968688964844,94,1.00,77,3,3,2,-1,0.009833574295043945,100,1.00,1,0.13360810279846191,94,0.75,77,3,3,2,-1,0.11461997032165527,100,1.00,1,0.09833383560180664,94,0.68,77,3,3,2,-1,0.09827222824096679
101,101,0.30,1,0.025312423706054688,94,0.64,75,3,4,2,-1,0.009579181671142578,101,0.43,1,0.11091208457946777,94,0.61,75,3,4,2,-1,0.12355160713195801,101,0.41,1,0.10480985641479493,94,0.68,75,3,4,2,-1,0.09950747489929199
101,101,0.91,1,0.016094446182250977,94,1.00,76,3,3,2,-1,0.009740591049194336,101,0.95,1,0.12910723686218262,94,1.00,77,3,3,2,-1,0.1100156307220459,101,0.95,1,0.10211319923400879,101,0.54,77,3,3,2,1,0.09803009033203125
101,101,0.95,1,0.011053085327148438,94,1.00,76,3,3,2,-1,0.00986170768737793,101,0.77,1,0.13233590126037598,94,0.91,76,3,3,2,-1,0.12109375,101,0.75,1,0.10917963981628417,94,0.46,76,3,3,2,-1,0.10046091079711914
101,101,0.48,1,0.010930776596069336,94,0.27,77,2,3,2,-1,0.009684562683105469,101,0.72,1,0.1153860092163086,101,0.35,77,2,3,2,1,0.1026296615600586,101,0.72,1,0.10644764900207519,101,0.56,76,2,3,2,1,0.09982600212097167
101,385,0.81,0,0.011667251586914062,94,1.00,78,3,3,2,-1,0.009641647338867188,385,0.61,0,0.11336207389831543,271,0.41,79,3,3,2,0,0.1157987117767334,385,0.62,0,0.10980777740478516,385,0.39,78,3,3,2,0,0.09828214645385742
101,101,0.44,1,0.010255813598632812,94,1.00,79,4,4,2,-1,0.01364898681640625,101,0.83,1,0.14873361587524414,94,0.64,79,4,4,2,-1,0.12325334548950195,101,0.80,1,0.10688362121582032,101,0.41,79,4,4,2,1,0.10965170860290527
101,101,0.87,1,0.009291887283325195,94,1.00,79,3,3,2,-1,0.01416468620300293,101,0.95,1,0.1251368522644043,101,0.86,79,3,3,2,1,0.12045907974243164,101,0.94,1,0.10677270889282227,101,0.86,79,3,3,2,1,0.09709973335266113
101,385,0.55,0,0.010851621627807617,94,1.00,78,3,3,2,-1,0.009840250015258789,101,0.66,1,0.12396645545959473,342,0.40,78,3,3,2,0,0.12490129470825195,101,0.66,1,0.10256247520446778,94,0.36,78,3,3,2,-1,0.1002528190612793
101,386,0.76,0,0.017447710037231445,94,1.00,80,3,3,2,-1,0.00941920280456543,386,0.49,0,0.12147235870361328,101,0.67,80,3,3,2,1,0.10766124725341797,386,0.46,0,0.10310778617858887,101,0.71,80,3,3,2,1,0.10457563400268555
101,385,0.74,0,0.011046648025512695,94,1.00,77,3,3,2,-1,0.009908437728881836,385,0.56,0,0.12506556510925293,94,0.71,77,3,3,2,-1,0.1070706844329834,385,0.57,0,0.10348739624023437,94,0.59,77,3,3,2,-1,0.10362720489501953
102,102,0.99,1,0.010361909866333008,94,1.00,77,3,3,2,-1,0.009988546371459961,102,1.00,1,0.11420011520385742,94,0.37,77,3,3,2,-1,0.12169837951660156,102,1.00,1,0.10147709846496582,102,0.25,77,3,3,2,1,0.10687341690063476
102,102,1.00,1,0.010723590850830078,94,0.80,78,3,3,2,-1,0.01839137077331543,102,0.95,1,0.11739087104797363,328,0.41,77,3,3,2,0,0.1116952896118164,102,0.92,1,0.10450005531311035,328,0.30,77,3,3,2,0,0.09591231346130372
